peaks minus_1 plus_1
chr2:101791846-101793127 8 27
chr2:101800903-101802184 20 0
chr2:101804186-101805467 10 21
chr2:101958649-101959930 3 39
chr2:102025435-102026716 5 1
chr2:102045480-102046761 0 2
chr2:102046092-102047373 3 31
chr2:102056120-102057401 0 24
chr2:102075961-102077490 28 3
chr2:102089921-102091202 1 0
chr2:102091032-102092313 7 0
chr2:102102376-102103657 13 0
chr2:102111081-102112362 7 10
chr2:102126612-102127893 2 8
chr2:102131324-102132605 15 1
chr2:102149898-102151179 4 4
chr2:102230177-102231458 14 16
chr2:102231759-102233040 12 15
chr2:102241202-102242688 15 45
chr2:102246235-102247649 10 30
chr2:102289820-102291101 7 3
chr2:102358689-102359970 2 14
chr2:102439743-102441024 10 10
chr2:102443593-102444874 28 1
chr2:102475436-102476717 14 7
chr2:102483481-102484762 0 0
chr2:102600094-102601375 5 13
chr2:102614081-102615742 9 18
chr2:102615486-102617023 3 17
chr2:102664700-102666065 12 29
chr2:102667350-102668631 39 13
chr2:102680225-102681535 32 1
chr2:102681156-102682437 12 3
chr2:102699098-102700379 17 39
chr2:102761432-102762945 0 32
chr2:102788762-102790043 2 5
chr2:102801380-102802661 1 0
chr2:102813489-102814770 7 3
chr2:102843700-102844981 14 23
chr2:102844330-102845611 4 19
chr2:102854020-102855581 53 24
chr2:102890189-102891470 19 1
chr2:102895584-102896865 5 24
chr2:102928811-102930620 39 55
chr2:102941428-102942709 1 11
chr2:102952472-102953753 9 9
chr2:102996227-102997508 4 29
chr2:103010314-103011595 0 0
chr2:103038223-103039504 10 2
chr2:103161559-103162840 0 2
chr2:103177525-103178806 9 1
chr2:103273479-103274760 6 32
chr2:103280571-103282098 11 39
chr2:103482720-103484001 3 2
chr2:103562234-103563515 24 3
chr2:103572544-103573825 0 2
chr2:103575755-103577036 18 0
chr2:103600577-103601858 11 1
chr2:103618866-103620147 7 0
chr2:103675247-103676528 31 20
chr2:103751563-103752935 36 30
chr2:103791085-103792786 25 27
chr2:103816498-103817779 29 16
chr2:103834553-103835834 20 1
chr2:104016981-104018262 1 0
chr2:104022787-104024068 0 5
chr2:104050620-104052224 17 28
chr2:104208525-104209806 33 17
chr2:104253956-104255379 39 64
chr2:104332397-104333678 2 1
chr2:104388638-104389919 1 16
chr2:104398298-104399579 0 0
chr2:104472331-104473612 23 5
chr2:104515376-104516657 4 5
chr2:104595069-104596350 0 0
chr2:104796667-104797948 1 27
chr2:104798246-104799527 0 17
chr2:104886972-104888253 0 0
chr2:104984820-104986101 26 0
chr2:105011647-105012928 36 25
chr2:105026579-105027860 4 8
chr2:105036467-105037748 3 32
chr2:105043623-105044904 0 0
chr2:105092955-105094236 4 29
chr2:105216578-105217859 1 20
chr2:105235884-105237165 1 12
chr2:105274532-105275813 8 6
chr2:105297194-105298475 1 0
chr2:105319759-105321040 17 0
chr2:105322097-105323378 3 0
chr2:105331933-105333214 1 0
chr2:105347981-105349262 0 0
chr2:105360436-105361717 2 1
chr2:105361818-105363099 1 8
chr2:105439595-105440876 0 30
chr2:105469619-105470900 0 8
chr2:105483497-105484778 10 57
chr2:105495631-105496997 0 34
chr2:105513937-105515218 28 14
chr2:105541204-105542485 0 11
chr2:105585767-105587116 142 47
chr2:105589727-105591008 8 3
chr2:105653952-105655233 31 7
chr2:105718829-105720110 24 27
chr2:105784018-105785299 19 1
chr2:105796735-105798016 12 12
chr2:105814191-105815472 0 0
chr2:105818224-105819505 1 19
chr2:105845225-105846506 0 19
chr2:105851223-105852504 21 3
chr2:105877068-105878349 13 17
chr2:105894152-105895433 1 3
chr2:105952704-105953985 19 2
chr2:105987026-105988307 0 20
chr2:105991888-105993169 10 0
chr2:106020068-106021382 84 114
chr2:106080252-106081533 4 20
chr2:106090317-106091598 11 36
chr2:106230869-106232150 15 1
chr2:106233555-106234836 19 8
chr2:106236237-106237518 0 10
chr2:106246273-106247554 5 37
chr2:106308952-106310233 3 25
chr2:106351055-106352336 27 9
chr2:106351571-106352852 2 9
chr2:106398810-106400091 2 7
chr2:106406123-106407647 25 14
chr2:106414658-106415939 9 17
chr2:106467356-106468637 3 47
chr2:106473425-106474706 14 3
chr2:106593227-106594533 9 11
chr2:106669031-106670432 50 6
chr2:106716839-106718120 4 16
chr2:106722623-106723904 3 11
chr2:106815824-106817105 4 0
chr2:106827944-106829225 0 0
chr2:106926858-106928139 34 2
chr2:107090768-107092049 0 0
chr2:107102751-107104032 0 14
chr2:107147873-107149154 12 14
chr2:107185554-107186835 16 34
chr2:107211869-107213150 6 0
chr2:107323068-107324349 13 0
chr2:107363530-107364811 11 18
chr2:107389482-107390763 0 32
chr2:107415345-107416626 2 0
chr2:107416318-107417599 1 35
chr2:107459586-107461216 12 9
chr2:107521419-107522700 0 37
chr2:107525748-107527029 0 22
chr2:107560317-107561598 0 0
chr2:107676776-107678057 0 24
chr2:107701342-107702623 3 14
chr2:107955419-107956700 0 0
chr2:108070431-108071712 22 0
chr2:108084653-108085934 14 23
chr2:108117242-108118523 0 27
chr2:108160449-108162072 36 37
chr2:108201085-108202366 7 3
chr2:108249841-108251236 14 25
chr2:108266842-108268123 3 1
chr2:108346908-108348202 21 25
chr2:108362543-108363824 11 27
chr2:108602046-108603327 5 8
chr2:108716396-108717677 0 0
chr2:108729538-108730819 28 2
chr2:108782100-108783381 0 1
chr2:108856324-108857605 0 39
chr2:108887940-108889221 28 7
chr2:108921037-108922473 45 24
chr2:108965787-108967068 0 0
chr2:108968213-108969494 17 4
chr2:108980779-108982060 13 12
chr2:108981188-108982473 11 26
chr2:109060466-109062051 50 2
chr2:109065455-109066736 14 5
chr2:109114971-109116441 16 35
chr2:109210725-109212183 24 13
chr2:109211490-109212771 18 16
chr2:109288937-109290218 1 0
chr2:109351263-109352544 0 21
chr2:109371555-109372836 3 25
chr2:109379594-109380875 2 22
chr2:109397136-109398417 5 3
chr2:109398574-109399855 0 15
chr2:109498938-109500219 0 0
chr2:109573173-109574557 20 55
chr2:109587953-109589388 39 43
chr2:109604199-109605480 10 2
chr2:109626254-109627946 36 41
chr2:109647987-109649268 38 18
chr2:109683577-109684858 2 0
chr2:109688533-109689814 0 8
chr2:109712266-109713547 8 23
chr2:109744770-109746051 0 8
chr2:109854380-109855828 26 17
chr2:109882889-109884307 37 63
chr2:109895284-109896865 47 31
chr2:110008564-110010257 40 10
chr2:110039195-110040772 156 40
chr2:110039988-110041269 176 31
chr2:110052874-110054155 42 19
chr2:110053369-110054650 20 24
chr2:110103460-110104741 9 19
chr2:110251532-110252813 0 30
chr2:110258188-110259792 28 37
chr2:110315471-110316953 25 30
chr2:110343050-110344331 0 22
chr2:110393612-110394893 26 20
chr2:110407624-110408905 0 1
chr2:110459051-110460332 2 1
chr2:110481955-110483236 2 12
chr2:110495471-110496752 1 0
chr2:110780049-110781330 0 0
chr2:110805675-110806956 0 7
chr2:110858315-110859739 76 25
chr2:110862545-110864015 22 42
chr2:110863125-110864759 32 32
chr2:110872350-110873631 0 22
chr2:110906921-110908255 44 36
chr2:111071080-111072361 3 0
chr2:111450262-111451543 3 23
chr2:111451248-111452529 12 0
chr2:111470827-111472108 1 27
chr2:111555606-111556887 1 0
chr2:111556876-111558157 2 3
chr2:111570914-111572195 11 20
chr2:111717786-111719067 11 8
chr2:111735024-111736305 0 24
chr2:111789812-111791271 31 12
chr2:111799967-111801248 8 27
chr2:111831172-111832453 0 23
chr2:111875866-111877147 16 7
chr2:111912593-111913874 0 8
chr2:111952786-111954067 4 36
chr2:111979896-111981177 17 3
chr2:111980336-111981617 13 3
chr2:111981524-111982805 8 0
chr2:112073838-112075119 8 1
chr2:112138869-112140150 12 14
chr2:112240085-112241551 1 16
chr2:112251785-112253375 65 52
chr2:112267157-112268438 0 16
chr2:112375344-112376625 17 9
chr2:112428209-112429490 7 1
chr2:112455996-112457277 83 18
chr2:112462355-112463636 2 9
chr2:112472099-112473380 10 1
chr2:112500183-112501464 0 1
chr2:112506686-112507967 0 16
chr2:112512054-112513335 0 0
chr2:112582499-112583780 0 15
chr2:112729542-112730823 6 3
chr2:112782623-112783904 0 33
chr2:112813136-112814770 20 22
chr2:112916732-112918013 7 12
chr2:112919198-112920479 5 0
chr2:112930974-112932267 0 30
chr2:112944376-112945657 15 17
chr2:112955169-112956450 0 23
chr2:112978073-112979354 16 8
chr2:112978480-112979761 17 11
chr2:112985878-112987159 0 6
chr2:112986404-112987685 9 6
chr2:113030499-113031780 0 55
chr2:113075781-113077062 0 0
chr2:113194760-113196041 26 19
chr2:113287599-113288880 1 0
chr2:113341314-113342642 52 15
chr2:113381713-113382994 12 0
chr2:113384330-113385673 24 1
chr2:113397887-113399199 69 24
chr2:113401914-113403224 17 18
chr2:113440494-113441775 15 5
chr2:113445677-113447168 19 28
chr2:113449578-113451177 39 34
chr2:113482603-113484245 75 24
chr2:113540432-113541713 23 12
chr2:113568934-113570591 42 38
chr2:113581860-113583141 4 8
chr2:113589786-113591067 9 0
chr2:113596452-113597733 7 33
chr2:113614149-113615430 0 21
chr2:113621563-113622844 2 1
chr2:113637818-113639189 31 35
chr2:113690382-113691663 3 37
chr2:113693151-113694432 6 6
chr2:113735307-113736588 17 25
chr2:113772563-113773844 0 41
chr2:113786893-113788174 0 7
chr2:113834974-113836281 25 8
chr2:113835612-113836893 39 14
chr2:113855755-113857039 30 5
chr2:113861026-113862307 9 51
chr2:113968184-113969617 63 28
chr2:113968913-113970194 32 24
chr2:113987401-113988682 4 2
chr2:113992518-113993799 9 1
chr2:113998079-113999427 57 102
chr2:113998547-113999925 34 66
chr2:114018815-114020096 0 28
chr2:114035388-114036669 33 18
chr2:114035913-114037194 14 9
chr2:114106839-114108120 1 11
chr2:114144930-114146211 13 0
chr2:114260293-114261574 19 2
chr2:114342123-114343716 35 7
chr2:114357477-114358758 8 2
chr2:114435359-114436640 0 1
chr2:114445237-114446518 13 18
chr2:114446666-114447947 2 0
chr2:114460789-114462070 12 41
chr2:114513553-114514834 17 16
chr2:114588280-114589651 30 7
chr2:114643389-114644670 0 0
chr2:114646714-114647995 12 17
chr2:114647209-114648490 13 7
chr2:114735216-114736497 33 21
chr2:114736050-114737331 9 6
chr2:114829301-114830582 10 19
chr2:114829876-114831157 6 14
chr2:114834369-114835650 27 11
chr2:114871513-114872794 3 30
chr2:114874096-114875377 12 29
chr2:114941312-114942593 11 8
chr2:114943512-114944793 1 0
chr2:114964069-114965350 2 0
chr2:115130963-115132244 0 13
chr2:115277801-115279082 17 0
chr2:115310337-115311618 7 54
chr2:115331427-115332708 9 3
chr2:115332022-115333303 24 25
chr2:115404503-115405784 3 2
chr2:115441210-115442491 0 3
chr2:115489983-115491264 1 18
chr2:115544276-115545557 9 10
chr2:115563642-115564923 0 0
chr2:115569060-115570341 12 0
chr2:115595029-115596398 10 26
chr2:115633186-115634467 0 19
chr2:115769035-115770316 6 0
chr2:115807827-115809108 0 0
chr2:115875166-115876447 0 28
chr2:115886243-115887524 13 6
chr2:116077761-116079042 0 3
chr2:116145618-116146899 18 0
chr2:116158592-116159873 0 1
chr2:116221254-116222535 0 4
chr2:116391511-116392855 6 31
chr2:116446598-116447879 0 2
chr2:116562266-116563547 6 4
chr2:116651887-116653168 17 11
chr2:116654151-116655432 0 0
chr2:116688421-116689729 22 23
chr2:116924883-116926164 1 25
chr2:116939354-116940635 17 0
chr2:116941444-116942725 0 0
chr2:116999870-117001151 3 20
chr2:117035869-117037150 25 0
chr2:117115600-117116881 0 15
chr2:117173761-117175042 0 0
chr2:117231489-117232770 11 1
chr2:117247963-117249244 7 17
chr2:117309750-117311031 29 6
chr2:117416264-117417545 1 3
chr2:117528693-117529974 13 2
chr2:117567603-117568884 30 11
chr2:117568028-117569309 0 5
chr2:117575277-117576558 0 5
chr2:117695840-117697121 0 10
chr2:117745165-117746446 3 20
chr2:117822880-117824161 1 29
chr2:117885183-117886464 9 11
chr2:117885716-117887324 27 23
chr2:117902406-117903687 0 11
chr2:117941142-117942423 6 11
chr2:118019559-118020840 9 14
chr2:118228543-118229824 26 9
chr2:118229818-118231099 1 23
chr2:118313313-118314594 1 11
chr2:118329636-118330917 0 33
chr2:118351332-118352613 0 2
chr2:118380584-118381865 9 5
chr2:118479560-118480841 24 8
chr2:118551884-118553165 0 22
chr2:118582216-118583497 16 19
chr2:118636314-118637595 1 38
chr2:118646544-118647825 4 20
chr2:118659960-118661270 25 15
chr2:118708660-118710347 36 22
chr2:118748507-118749788 0 23
chr2:118752534-118753815 17 1
chr2:118757672-118758953 2 10
chr2:118800514-118801795 15 15
chr2:118834863-118836144 3 0
chr2:118880495-118881843 28 14
chr2:118989596-118990877 8 2
chr2:119006737-119008020 19 19
chr2:119026291-119027572 6 2
chr2:119089807-119091088 1 9
chr2:119132545-119133826 0 10
chr2:119133031-119134312 0 24
chr2:119143820-119145371 99 86
chr2:119187446-119188727 14 5
chr2:119188693-119189974 0 7
chr2:119219696-119220977 0 20
chr2:119234056-119235337 5 0
chr2:119285513-119286794 0 0
chr2:119311535-119312816 0 22
chr2:119359992-119361273 8 11
chr2:119439385-119440666 8 0
chr2:119495796-119497077 0 0
chr2:119600027-119601308 11 11
chr2:119627348-119628629 10 28
chr2:119658504-119660004 7 6
chr2:119670992-119672431 41 48
chr2:119711169-119712561 44 15
chr2:119730889-119732170 28 47
chr2:119731581-119732862 21 74
chr2:119749296-119750577 9 2
chr2:119750092-119751513 20 16
chr2:119807413-119809071 78 28
chr2:119868735-119870098 105 64
chr2:119873325-119874606 1 20
chr2:119880499-119881780 1 6
chr2:119891291-119892572 5 0
chr2:119894707-119895988 13 28
chr2:119913428-119914709 2 22
chr2:119965499-119966780 12 8
chr2:119974836-119976117 27 11
chr2:119975280-119976561 25 3
chr2:120009897-120011178 7 12
chr2:120020329-120021610 4 6
chr2:120123712-120124993 11 29
chr2:120140460-120141741 1 19
chr2:120193772-120195355 24 33
chr2:120281108-120282389 22 23
chr2:120397209-120398490 7 3
chr2:120457859-120459140 18 24
chr2:120552670-120553951 5 13
chr2:120585430-120586711 0 23
chr2:120611178-120612459 1 4
chr2:120614831-120616112 0 2
chr2:120621347-120622628 1 3
chr2:120755191-120756472 2 4
chr2:120856475-120857756 30 0
chr2:120858167-120859448 18 2
chr2:120861335-120862616 1 20
chr2:120884424-120885705 1 18
chr2:120931574-120932855 2 18
chr2:120954756-120956037 0 17
chr2:120977132-120978413 4 23
chr2:120980016-120981297 1 33
chr2:120995738-120997330 39 34
chr2:121035756-121037037 1 30
chr2:121040134-121041415 0 12
chr2:121082236-121083517 1 3
chr2:121155325-121156727 8 6
chr2:121156525-121157806 20 5
chr2:121171030-121172311 0 0
chr2:121210543-121212016 18 28
chr2:121223252-121224533 30 12
chr2:121230762-121232043 7 10
chr2:121232674-121233955 7 16
chr2:121239388-121240712 23 12
chr2:121244611-121245892 17 40
chr2:121259399-121260680 5 9
chr2:121301160-121302802 26 20
chr2:121303291-121304572 2 30
chr2:121370961-121372242 16 19
chr2:121371478-121372834 29 36
chr2:121419650-121420931 28 44
chr2:121426310-121427864 39 41
chr2:121459874-121461223 32 7
chr2:121467309-121468590 22 13
chr2:121490418-121491699 7 12
chr2:121523841-121525122 9 18
chr2:121529395-121530676 46 11
chr2:121552090-121553371 6 14
chr2:121580698-121581990 32 30
chr2:121620881-121622365 19 55
chr2:121623293-121624574 3 11
chr2:121671839-121673418 85 108
chr2:121683865-121685146 3 47
chr2:121691897-121693475 114 91
chr2:121700724-121702005 2 1
chr2:121845191-121846472 4 8
chr2:121876806-121878087 4 1
chr2:121877654-121879245 9 33
chr2:121889381-121890662 4 3
chr2:121935886-121937167 2 4
chr2:121939397-121940678 10 12
chr2:122003090-122004371 14 1
chr2:122028946-122030227 10 20
chr2:122097336-122098617 2 1
chr2:122135298-122136579 0 0
chr2:122186800-122188304 43 8
chr2:122259412-122260693 8 2
chr2:122284064-122285345 0 13
chr2:122325189-122326470 12 5
chr2:122350171-122351452 0 4
chr2:122456730-122458144 27 50
chr2:122466265-122467546 0 5
chr2:122484782-122486063 7 0
chr2:122493561-122494842 7 12
chr2:122494347-122495628 14 7
chr2:122516124-122517405 2 0
chr2:122546833-122548454 89 55
chr2:122553239-122554520 11 4
chr2:122561005-122562286 0 22
chr2:122642144-122643677 0 41
chr2:122654140-122655421 22 17
chr2:122712900-122714181 4 7
chr2:122775313-122776594 27 9
chr2:122775757-122777038 26 9
chr2:122785493-122786774 16 26
chr2:122789962-122791243 41 0
chr2:122797201-122798482 9 26
chr2:122834603-122835884 0 23
chr2:122860506-122861787 9 48
chr2:122870007-122871288 1 30
chr2:122883179-122884460 1 32
chr2:122963439-122964720 0 33
chr2:122966603-122967884 4 16
chr2:122993922-122995203 9 44
chr2:123114191-123115472 2 11
chr2:123124919-123126200 0 0
chr2:123263704-123264985 11 0
chr2:123273547-123274828 0 2
chr2:123277059-123278399 0 24
chr2:123300892-123302484 23 0
chr2:123414918-123416199 0 0
chr2:123421060-123422341 1 26
chr2:123447492-123448773 14 0
chr2:123466295-123467576 0 14
chr2:123468966-123470247 24 11
chr2:123477978-123479259 23 11
chr2:123488842-123490123 6 19
chr2:123489531-123490812 2 14
chr2:123491939-123493220 29 12
chr2:123505457-123506981 24 4
chr2:123522693-123523974 0 0
chr2:123529520-123530801 2 4
chr2:123565285-123566938 30 2
chr2:123676135-123677416 19 19
chr2:123756743-123758024 0 27
chr2:123900056-123901337 2 1
chr2:123904579-123906040 0 17
chr2:123908740-123910021 0 21
chr2:124018145-124019426 0 25
chr2:124037373-124038654 0 0
chr2:124154786-124156067 19 8
chr2:124222509-124223790 23 1
chr2:124260189-124261470 0 0
chr2:124312986-124314267 0 18
chr2:124318193-124319474 9 0
chr2:124386057-124387338 6 14
chr2:124429809-124431090 0 12
chr2:124443107-124444741 29 58
chr2:124446314-124447595 9 22
chr2:124549513-124550794 0 9
chr2:124596793-124598386 30 3
chr2:124810041-124811322 0 27
chr2:124880686-124881967 7 32
chr2:124897260-124898541 13 1
chr2:124999223-125000504 0 18
chr2:125043545-125044826 12 5
chr2:125086538-125087819 11 0
chr2:125119759-125121040 16 0
chr2:125123024-125124305 5 37
chr2:125155043-125156324 0 25
chr2:125182749-125184030 0 0
chr2:125206911-125208192 5 0
chr2:125232771-125234206 2 9
chr2:125260871-125262152 2 8
chr2:125281159-125282440 6 1
chr2:125291431-125292926 47 3
chr2:125357816-125359097 0 0
chr2:125384155-125385436 1 26
chr2:125538315-125539596 1 10
chr2:125559661-125560942 8 27
chr2:125567246-125568527 17 7
chr2:125642796-125644077 16 0
chr2:125655513-125656794 0 16
chr2:125675246-125676527 7 0
chr2:125693134-125694415 0 17
chr2:125741334-125742615 8 20
chr2:125743414-125744695 21 5
chr2:125947216-125948497 7 1
chr2:126016675-126017956 4 6
chr2:126137017-126138376 17 20
chr2:126180219-126181500 8 36
chr2:126208158-126209439 4 0
chr2:126230553-126231834 3 1
chr2:126338681-126339962 2 0
chr2:126437394-126438675 18 1
chr2:126488498-126489779 24 0
chr2:126504315-126505973 11 33
chr2:126642757-126644038 3 17
chr2:126663919-126665200 2 29
chr2:126684802-126686083 0 18
chr2:126710791-126712072 2 0
chr2:126718392-126719673 0 1
chr2:126728177-126729458 3 34
chr2:126739423-126740704 16 0
chr2:126786161-126787442 0 5
chr2:126786638-126787919 0 21
chr2:126976824-126978105 0 0
chr2:126997451-126998732 5 25
chr2:127054398-127055679 1 15
chr2:127065447-127066728 14 28
chr2:127188159-127189440 2 10
chr2:127267634-127268915 5 9
chr2:127333761-127335042 5 33
chr2:127362681-127363962 1 0
chr2:127412566-127413847 0 6
chr2:127477072-127478532 53 66
chr2:127554951-127556260 66 150
chr2:127593579-127594860 12 1
chr2:127635312-127636593 2 10
chr2:127650443-127651724 5 24
chr2:127790049-127791330 8 2
chr2:127799612-127800893 2 0
chr2:127819864-127821145 3 2
chr2:127821782-127823151 143 90
chr2:127838364-127839645 11 17
chr2:127944307-127945588 26 12
chr2:127944729-127946136 34 6
chr2:127950293-127951574 12 19
chr2:127962951-127964232 26 4
chr2:127975437-127976718 14 11
chr2:127981825-127983106 4 0
chr2:127994800-127996081 13 2
chr2:128079060-128080341 0 26
chr2:128145684-128146965 32 18
chr2:128146206-128147487 29 40
chr2:128149622-128151079 13 9
chr2:128168390-128169671 12 2
chr2:128283490-128284771 8 4
chr2:128284479-128285760 16 16
chr2:128288063-128289344 42 18
chr2:128337393-128338674 19 11
chr2:128368764-128370045 8 10
chr2:128380758-128382294 42 62
chr2:128388277-128389558 26 13
chr2:128394825-128396285 48 69
chr2:128407092-128408373 32 11
chr2:128411296-128412577 17 13
chr2:128411906-128413187 16 23
chr2:128430491-128431867 49 52
chr2:128457588-128458962 68 29
chr2:128478844-128480125 47 10
chr2:128479300-128480581 21 6
chr2:128493946-128495227 1 9
chr2:128497425-128498706 0 58
chr2:128568547-128569828 0 12
chr2:128694710-128695991 0 0
chr2:128698988-128700269 25 23
chr2:128712297-128713578 11 11
chr2:128741964-128743245 6 0
chr2:128772390-128773671 1 0
chr2:128798113-128799394 15 8
chr2:128799899-128801180 11 0
chr2:128825718-128826999 7 3
chr2:128848175-128849695 32 41
chr2:128927500-128928781 15 8
chr2:128943787-128945409 31 8
chr2:128965795-128967076 0 65
chr2:128995671-128997028 25 2
chr2:129003728-129005009 0 0
chr2:129063021-129064302 12 13
chr2:129152955-129154236 6 21
chr2:129206457-129207738 20 1
chr2:129264171-129265452 16 4
chr2:129277227-129278508 26 7
chr2:129379521-129380802 5 1
chr2:129420687-129421968 18 2
chr2:129433526-129434807 0 31
chr2:129454449-129455730 6 0
chr2:129472139-129473420 27 6
chr2:129506156-129507437 7 31
chr2:129522542-129523823 6 20
chr2:129523045-129524326 1 12
chr2:129533534-129534815 28 25
chr2:129579083-129580364 3 31
chr2:129581995-129583276 0 0
chr2:129633346-129634627 14 0
chr2:129658506-129659787 0 10
chr2:129659102-129660383 9 44
chr2:129677272-129678553 0 15
chr2:129706331-129707654 25 7
chr2:129875339-129876620 9 0
chr2:129893493-129894774 0 20
chr2:129921039-129922320 7 22
chr2:129943706-129944987 10 3
chr2:129988467-129989748 0 3
chr2:130000766-130002047 11 31
chr2:130107681-130108962 18 3
chr2:130221645-130222926 3 8
chr2:130259717-130260998 27 41
chr2:130260198-130261479 44 77
chr2:130264148-130265429 0 0
chr2:130317945-130319226 6 8
chr2:130392523-130393804 21 6
chr2:130403157-130404476 53 17
chr2:130468304-130469585 9 39
chr2:130474252-130475533 0 1
chr2:130485147-130486657 48 38
chr2:130500189-130501470 10 31
chr2:130556980-130558261 11 13
chr2:130558495-130560066 36 29
chr2:130567753-130569034 1 6
chr2:130654430-130655711 7 5
chr2:130661542-130662823 1 7
chr2:130712240-130713521 13 0
chr2:130719226-130720507 13 0
chr2:130755462-130756743 0 2
chr2:130780737-130782018 0 16
chr2:130901107-130902388 0 0
chr2:130909295-130910576 1 0
chr2:130911039-130912585 5 22
chr2:130968435-130969716 0 0
chr2:131012187-131013468 0 19
chr2:131042337-131043618 13 5
chr2:131043862-131045143 3 9
chr2:131096983-131098287 10 4
chr2:131097677-131098958 35 20
chr2:131102951-131104232 43 27
chr2:131105981-131107262 1 14
chr2:131126880-131128394 17 36
chr2:131129507-131130788 12 25
chr2:131478454-131479735 2 34
chr2:131484659-131486604 54 35
chr2:131505525-131506806 21 0
chr2:131582002-131583283 17 14
chr2:131585568-131586849 15 12
chr2:131589840-131591121 5 9
chr2:131592961-131594242 1 26
chr2:131662847-131664128 0 0
chr2:131744830-131746138 37 27
chr2:131783985-131785266 0 3
chr2:131904215-131905496 0 33
chr2:131905411-131906692 7 7
chr2:132049377-132050658 0 20
chr2:132159647-132160928 1 0
chr2:132200444-132201725 1 36
chr2:132221836-132223117 1 0
chr2:132277532-132278813 2 32
chr2:132348630-132349911 9 36
chr2:132792596-132793877 3 0
chr2:132795598-132796879 5 7
chr2:132839986-132841267 0 23
chr2:132896409-132897929 12 6
chr2:132968063-132969344 0 8
chr2:132975378-132976659 0 0
chr2:132981538-132982974 0 41
chr2:132983253-132984534 10 4
chr2:132983828-132985109 7 11
chr2:132986672-132987953 5 0
chr2:132987826-132989107 4 30
chr2:132996880-132998162 69 37
chr2:132998732-133000036 23 6
chr2:133001841-133003122 37 59
chr2:133002658-133003965 31 8
chr2:133030303-133031600 99 174
chr2:133036834-133038115 12 0
chr2:133037293-133038574 40 44
chr2:133062525-133063806 6 18
chr2:133073681-133074962 26 9
chr2:133074120-133075401 46 49
chr2:133074511-133075792 29 20
chr2:133094323-133096232 63 24
chr2:133160384-133161665 1 23
chr2:133173205-133174533 37 63
chr2:133173816-133175097 52 54
chr2:133195775-133197056 17 6
chr2:133196214-133197495 8 5
chr2:133229798-133231079 1 57
chr2:133235578-133236859 4 0
chr2:133260686-133262086 36 6
chr2:133282593-133283874 16 1
chr2:133312493-133313774 18 30
chr2:133380414-133381695 7 2
chr2:133427177-133428458 15 67
chr2:133573282-133574746 38 20
chr2:133581195-133582476 0 0
chr2:133582626-133583907 7 24
chr2:133642714-133643995 11 7
chr2:133659184-133660465 1 22
chr2:133712711-133713992 11 14
chr2:133748325-133749606 4 1
chr2:133801803-133803117 17 18
chr2:133847428-133848709 1 8
chr2:133887324-133888605 0 8
chr2:133917038-133918319 0 6
chr2:134169440-134170721 2 34
chr2:134216130-134217411 4 10
chr2:134322498-134323779 1 29
chr2:134364498-134365779 1 11
chr2:134414844-134416125 14 20
chr2:134424265-134425546 22 19
chr2:134439036-134440317 4 9
chr2:134539834-134541115 0 4
chr2:134575514-134576931 28 47
chr2:134584797-134586078 9 48
chr2:134594230-134595511 30 26
chr2:134599212-134600664 5 37
chr2:134667432-134668972 41 3
chr2:134713970-134715251 27 9
chr2:134742819-134744100 4 24
chr2:134785342-134786623 7 9
chr2:134794959-134796240 0 7
chr2:134812389-134813670 13 0
chr2:134831875-134833317 23 23
chr2:134861025-134862306 15 10
chr2:134900981-134902262 4 10
chr2:135154572-135155853 3 2
chr2:135155297-135156851 46 31
chr2:135187869-135189150 0 11
chr2:135196592-135197873 7 32
chr2:135215233-135216514 8 8
chr2:135218603-135219925 32 0
chr2:135225686-135226967 0 34
chr2:135247952-135249233 30 8
chr2:135262736-135264017 13 0
chr2:135288759-135290040 1 0
chr2:135339637-135340918 12 9
chr2:135364698-135365979 0 0
chr2:135365294-135366575 0 5
chr2:135397793-135399074 0 25
chr2:135494193-135495474 7 17
chr2:135508788-135510069 17 5
chr2:135520406-135521687 21 0
chr2:135524135-135525416 7 2
chr2:135543622-135544903 6 12
chr2:135675721-135677037 66 67
chr2:135722904-135724185 14 1
chr2:135730530-135731811 15 0
chr2:135893475-135894756 1 1
chr2:135987461-135988742 1 11
chr2:136008950-136010231 1 23
chr2:136009600-136010881 9 22
chr2:136119801-136121082 0 7
chr2:136243172-136244453 7 31
chr2:136275530-136276811 6 10
chr2:136297016-136298297 4 46
chr2:136389449-136390730 0 6
chr2:136408808-136410089 0 4
chr2:136412905-136414186 0 0
chr2:136549770-136551051 15 4
chr2:136574892-136576220 9 23
chr2:136598014-136599295 2 2
chr2:136602102-136603383 1 6
chr2:136629854-136631135 3 26
chr2:136655949-136657230 17 0
chr2:136742541-136744018 51 30
chr2:136809191-136810472 4 26
chr2:136829925-136831206 3 15
chr2:136844879-136846160 8 20
chr2:136914639-136915920 0 0
chr2:136936261-136937542 10 3
chr2:136977397-136978678 1 28
chr2:136993167-136994448 18 0
chr2:136995531-136996812 11 21
chr2:137021143-137022424 4 1
chr2:137068330-137069611 14 0
chr2:137119230-137120511 8 8
chr2:137132798-137134089 28 7
chr2:137403042-137404323 14 4
chr2:137414369-137415650 6 7
chr2:137529540-137530821 23 0
chr2:137655334-137656615 1 0
chr2:137659382-137660663 0 10
chr2:137789137-137790418 9 1
